URL,Name,Stars,Year,Time,Rating,Genre,Director
https://www.rottentomatoes.com/m/black_panther_2018,black panther 2018,"Chadwick Boseman,Michael B. Jordan,Lupita Nyong&#39;o,Danai Gurira,Martin Freeman,Daniel Kaluuya,Letitia Wright,Winston Duke,Sterling K. Brown,Angela Bassett,Forest Whitaker,Andy Serkis,Florence Kasumba,John Kani,David S. Lee,Isaach De Bankolé,Connie Chiume,Danny Sapani,Marlana Carter,Sope Aluko,Stan Lee,Ashton Tyler,Denzel Whitaker,Shaunette Renee Wilson,Bambadjan Bamba,Roland Kilumbu,Jermaine T. Holt,Jay Lynch","Feb 16, 2018",135 minutes,"PG-13 (for prolonged sequences of action violence, and a brief rude gesture)","Action & Adventure,Drama,Science Fiction & Fantasy",Ryan Coogler
https://www.rottentomatoes.com/m/ready_player_one,ready player one,"Tye Sheridan,Olivia Cooke,Ben Mendelsohn,Simon Pegg,T.J. Miller,Hannah John-Kamen,Mark Rylance,Lena Waithe","Mar 29, 2018",140 minutes,"PG-13 (for sequences of sci-fi action violence, bloody images, some suggestive material, partial nudity and language)","Action & Adventure,Science Fiction & Fantasy",Steven Spielberg
https://www.rottentomatoes.com/m/maze_runner_the_death_cure,maze runner the death cure,"Dylan O&#39;Brien (II),Kaya Scodelario,Thomas Sangster,Rosa Salazar,Giancarlo Esposito,Dexter Darden,Aidan Gillen,Ki Hong Lee,Barry Pepper,Patricia Clarkson,Walton Goggins","Jan 26, 2018",114 minutes,"PG-13 (for intense sequences of sci-fi violence and action, language, and some thematic elements)","Action & Adventure,Drama,Science Fiction & Fantasy",Wes Ball
https://www.rottentomatoes.com/m/sherlock_gnomes,sherlock gnomes,"James McAvoy,Emily Blunt,Johnny Depp,Chiwetel Ejiofor,Maggie Smith,Michael Caine,Ashley Jensen,Matt Lucas,Stephen Merchant,Mary J. Blige","Mar 23, 2018",86 minutes,PG (avengers),"Action & Adventure,Animation,Comedy,Kids & Family",John Stevenson
https://www.rottentomatoes.com/m/peter_rabbit_2018,peter rabbit 2018,"Rose Byrne,Domhnall Gleeson,Sam Neill,Daisy Ridley,Elizabeth Debicki,Margot Robbie,James Corden","Feb 9, 2018",,PG (for some rude humor and action),"Action & Adventure,Animation,Comedy",Will Gluck
https://www.rottentomatoes.com/m/hostiles,hostiles,"Christian Bale,Rosamund Pike,Wes Studi,Jesse Plemons,Adam Beach,Rory Cochrane,Ben Foster,Timothée Chalamet","Jan 26, 2018",135 minutes,"R (for strong violence, and language)","Action & Adventure,Drama,Western",Scott Cooper
https://www.rottentomatoes.com/m/a_wrinkle_in_time_2018,a wrinkle in time 2018,Storm Reid,"Mar 9, 2018",109 minutes,NR (for thematic elements and some peril),"Action & Adventure,Drama,Kids & Family,Science Fiction & Fantasy",Ava DuVernay
https://www.rottentomatoes.com/m/tomb_raider_2018,tomb raider 2018,"Alicia Vikander,Dominic West,Walton Goggins,Daniel Wu,Kristin Scott Thomas,Hannah John-Kamen,Nick Frost,Alexandre Willaume,Emily Carey,Michael Obiora","Mar 16, 2018",118 minutes,"PG-13 (for sequences of violence and action, and for some language)","Action & Adventure,Drama,Science Fiction & Fantasy",Roar Uthaug
https://www.rottentomatoes.com/m/red_sparrow,red sparrow,"Jennifer Lawrence,Joel Edgerton,Matthias Schoenaerts,Charlotte Rampling,Jeremy Irons,Mary-Louise Parker,Joely Richardson,Ciarán Hinds,Sasha Frolova,Sakina Jaffrey","Mar 2, 2018",,"R (for strong violence, torture, sexual content, language and some graphic nudity)","Action & Adventure,Drama,Mystery & Suspense",Francis Lawrence
https://www.rottentomatoes.com/m/rampage_2018,rampage 2018,"Dwayne Johnson,Naomie Harris,Malin Akerman,Jeffrey Dean Morgan,Jake Lacy,Joe Manganiello,Marley Shelton,P.J. Byrne,Demetrius Grosse,Jack Quaid,Breanne Hill,Matt Gerald,Will Yun Lee,Urijah Faber,Bruce Blackshear","Apr 13, 2018",,"PG-13 (for sequences of violence, action and destruction, brief language, and crude gestures)","Action & Adventure,Drama,Science Fiction & Fantasy",Brad Peyton
https://www.rottentomatoes.com/m/vazante,vazante,"Adriano Carvalho,Luana Nastas,Juliana Carneiro da Cunha,Roberto Audio,Sandra Corveloni,Luana Tito Nastas,Jai Baptista,Isadora Favero","Jan 12, 2018",116 minutes,NR,"Action & Adventure,Art House & International,Drama",Daniela Thomas
https://www.rottentomatoes.com/m/samson_2018,samson 2018,"Jackson Rathbone,Billy Zane,Taylor James,Rutger Hauer,Caitlin Leahy,Lindsay Wagner,Frances Sholto-Douglas","Feb 16, 2018",110 minutes,PG-13 (for violence and battle sequences),"Action & Adventure,Drama",Bruce MacDonald
https://www.rottentomatoes.com/m/den_of_thieves,den of thieves,"Gerard Butler,Pablo Schreiber,O&#39;Shea Jackson, Jr.,Brian Van Holt,50 Cent,Sonya Balmores Chung,Evan Jones","Jan 19, 2018",140 minutes,"R (for violence, language and some sexuality/nudity)","Action & Adventure,Drama",Christian Gudegast
https://www.rottentomatoes.com/m/12_strong,12 strong,"Chris Hemsworth,Michael Shannon,Michael Peña,Navid Negahban,Trevante Rhodes,Geoff Stults,Thad Luckinbill,Austin Hébert,Austin Stowell,Ben O&#39;Toole,Kenneth Miller,Kenny Sheard,Jack Kesy,Rob Riggle,William Fichtner,Arshia Mandavi,Elsa Pataky,Laith Nakli,Fahim Fazli,Yousuf Azami","Jan 19, 2018",,R (for war violence and language throughout),"Action & Adventure,Drama",Nicolai Fuglsig
https://www.rottentomatoes.com/m/son_of_bigfoot,son of bigfoot,"Cinda Adams,Mari Devon,Kirk Thornton,Pappy Faulkner,Christopher L. Parson,Terrence Stone,Marieve Herington","May 4, 2018",92 minutes,"PG (for action/peril, thematic elements and some language)","Action & Adventure,Animation,Kids & Family",Jeremy Degruson
https://www.rottentomatoes.com/m/death_wish_2018,death wish 2018,"Bruce Willis,Vincent D&#39;Onofrio,Elisabeth Shue,Dean Norris,Camila Morrone,Kimberly Elise,Beau Knapp","Mar 2, 2018",,"R (for strong bloody violence, and language throughout)","Action & Adventure,Drama,Mystery & Suspense",Eli Roth
https://www.rottentomatoes.com/m/the_cage_fighter,the cage fighter,"Vernon Beach,Callie Carman,Delanee Carman,Joe Carman ,Kira Carman,Mia Carman,Clayton Hoy,Norinda Reed","Feb 2, 2018",81 minutes,NR,"Action & Adventure,Documentary,Drama",Jeff Unay
https://www.rottentomatoes.com/m/gringo_2018,gringo 2018,"David Oyelowo,Charlize Theron,Joel Edgerton,Amanda Seyfried,Thandie Newton,Sharlto Copley,Yul Vázquez,Bashir Salahuddin,Harry Treadaway,Diego Cataño,Carlos Corona,Theo Taplitz,Rodrigo Corea","Mar 9, 2018",110 minutes,"R (for language throughout, violence and sexual content)","Action & Adventure,Comedy,Drama",Nash Edgerton
https://www.rottentomatoes.com/m/mary_and_the_witchs_flower,mary and the witchs flower,"Hana Sugisaki,Ryûnosuke Kamiki,Yuki Amami,Fumiyo Kohinata,Hikari Mitsushima,Shinobu Ohtake,Jiro Sato,Eri Watanabe","Jan 19, 2018",102 minutes,PG (for some action and thematic elements),"Action & Adventure,Animation,Art House & International",Hiromasa Yonebayashi
https://www.rottentomatoes.com/m/annihilation,annihilation,"Natalie Portman,Jennifer Jason Leigh,Gina Rodriguez,Tessa Thompson,Tuva Novotny,Oscar Isaac,Josh Danford,Sonoya Mizuno,Honey Holmes,David Gyasi,Benedict Wong","Feb 23, 2018",,"R (for violence, bloody images, language and some sexuality)","Action & Adventure,Drama,Science Fiction & Fantasy",Alex Garland
https://www.rottentomatoes.com/m/the_hurricane_heist,the hurricane heist,"Maggie Grace,Toby Kebbell,Ryan Kwanten,Ralph Ineson,Randy Couture,Melissa Bolona,James Cutler,Natacha Karam,Ben Cross,Christian Contreras,James Barriscale","Mar 9, 2018",103 minutes,"PG-13 (for sequences of gun violence, action, destruction, language and some suggestive material)","Action & Adventure,Drama,Mystery & Suspense",Rob Cohen
https://www.rottentomatoes.com/m/it_came_from_the_desert,it came from the desert,"Mark Arnold,Vanessa Grasse,Claudia Trujillo,Harry Lister Smith,Alex Mills",,89 minutes,NR,"Action & Adventure,Art House & International,Comedy,Horror",Marko Mäkilaakso
https://www.rottentomatoes.com/m/batman_ninja,batman ninja,"Koichi Yamadera,Wataru Takagi,Rie Kugimiya,Ai Kakuma,Hôchû Ôtsuka",,85 minutes,PG-13,"Action & Adventure,Animation,Anime & Manga,Drama",Junpei Mizusaki
https://www.rottentomatoes.com/m/the_monkey_king_3,the monkey king 3,"Aaron Kwok,Zanilia Zhao,Xiao Shen-Yang,Lun Tsai,Chiling Lin,Gigi Leung,Cecilia So,William Feng (VI) ,Shenyang Xiao,Him Law","Feb 16, 2018",114 minutes,NR,"Action & Adventure,Science Fiction & Fantasy",Pou-Soi Cheang
https://www.rottentomatoes.com/m/the_humanity_bureau,the humanity bureau,"Nicolas Cage,Sarah Lind,Hugh Dillon,Jakob Davies,Vicellous Reon Shannon","Apr 6, 2018",90 minutes,R (for violence),"Action & Adventure,Science Fiction & Fantasy",Rob W. King
https://www.rottentomatoes.com/m/white_fang_2018,white fang 2018,"Rashida Jones,Nick Offerman,Paul Giamatti",,,NR,"Action & Adventure,Animation",Alexandre Espigares
https://www.rottentomatoes.com/m/the_escape_of_prisoner_614,the escape of prisoner 614,"Ron Perlman,Martin Starr,Jake McDorman,George Sample III,Michael Sirow","Apr 27, 2018",95 minutes,"PG-13 (for smoking throughout, and for language)","Action & Adventure,Comedy",Zach Golden
https://www.rottentomatoes.com/m/escape_plan_2_hades,escape plan 2 hades,"Sylvester Stallone,Dave Bautista,Huang Xiaoming,Jaime King,Jesse Metcalfe,Wes Chatham,Lydia Hull,Titus Welliver,50 Cent,Vincent Young,Ashley Cusato,Zeeko Zaki,Baylee Curran,Shea Buckner,Tyler Jon Olson,Roman Mitichyan,Alphonso A&#39;Qen-Aten Jackson,Devonta Freeman",,94 minutes,R (for violence and language),"Action & Adventure,Mystery & Suspense",Steven C. Miller
https://www.rottentomatoes.com/m/zoo_2018,zoo 2018,"Art Parkinson,Penelope Wilton,Toby Jones,Amy Huberman,Ian McElhinney","Jun 8, 2018",96 minutes,"PG (for thematic elements, some war action and language)","Action & Adventure,Kids & Family",Colin McIvor
https://www.rottentomatoes.com/m/211,211,"Nicolas Cage,Sophie Skelton,Michael Rainey Jr.,Amanda Cerny,Dwayne Cameron,Cory Hardrict,Ori Pfeffer,Weston Cage,Alexandra Dinu","Jun 8, 2018",83 minutes,R (for violence and language throughout),"Action & Adventure,Drama",York Alec Shackleton
https://www.rottentomatoes.com/m/psychokinesis,psychokinesis,"Ryu Seung-ryong,Shim Eun-kyung,Park Jung-min,Kim Min-jae,Jung Yu-mi",,,NR,"Action & Adventure,Comedy,Science Fiction & Fantasy",Yeon Sang-ho
https://www.rottentomatoes.com/m/justice_league_2017,justice league 2017,"Ben Affleck,Henry Cavill,Amy Adams,Gal Gadot,Ezra Miller,Jason Momoa,Ray Fisher,Jeremy Irons,Diane Lane,Connie Nielsen","Nov 17, 2017",110 minutes,PG-13 (for sequences of sci-fi violence and action),"Action & Adventure,Drama,Science Fiction & Fantasy",Zack Snyder
https://www.rottentomatoes.com/m/geostorm,geostorm,"Gerard Butler,Jim Sturgess,Abbie Cornish,Alexandra Maria Lara,Daniel Wu,Eugenio Derbez,Amr Waked,Adepero Oduye,Andy Garcia,Ed Harris,Robert Sheehan,Richard Schiff,Mare Winningham,Zazie Beetz,Talitha Bateman","Oct 20, 2017",,"PG-13 (for destruction, action and violence)","Action & Adventure,Drama,Mystery & Suspense,Science Fiction & Fantasy",Dean Devlin
https://www.rottentomatoes.com/m/star_wars_the_last_jedi,star wars the last jedi,"Mark Hamill,Carrie Fisher,Adam Driver,Daisy Ridley,John Boyega,Oscar Isaac,Andy Serkis,Lupita Nyong&#39;o,Domhnall Gleeson,Anthony Daniels,Gwendoline Christie,Kelly Marie Tran,Laura Dern,Benicio Del Toro,Frank Oz,Billie Lourd,Joonas Suotamo,Amanda Lawrence,Jimmy Vee,Brian Herring,Dave Chapman,Justin Theroux,Tom Kane,Adrian Edmondson,Mark Lewis Jones,Hermione Corfield,Veronica Ngo,Noah Segan,Jamie Christopher,Paul Kasey,Michaela Coel,Jonathan Harden,Dan Euston,Priyanga Burford,Navin Chowdhry,Andrew Jack,Crystal Clarke,Aki Omoshaybi,Togo Igawa,Hugh Skinner,Tim Steed,Simon Lowe,Joe Van Moyland,Shauna Macdonald,Darren Morfitt,Gerard Monaco,Kate Dickie,Patrick O&#39;Kane,Paul Bazely,Orion Lee,Amira Ghazalla,Ralph Ineson,Akshay Kumar,Michael Jibson,Luke Neal,Andy Nyman,Temirlan Blaev,Joseph Gordon-Levitt,Kiran Shah,Mike Quinn","Dec 15, 2017",152 minutes,PG-13 (for sequences of sci-fi action and violence),"Action & Adventure,Drama,Science Fiction & Fantasy",Rian Johnson
https://www.rottentomatoes.com/m/thor_ragnarok_2017,thor ragnarok 2017,"Chris Hemsworth,Tom Hiddleston,Mark Ruffalo,Cate Blanchett,Anthony Hopkins,Benedict Cumberbatch,Idris Elba,Tessa Thompson,Karl Urban,Taika Waititi,Clancy Brown,Ray Stevenson,Jeff Goldblum","Nov 3, 2017",130 minutes,"PG-13 (for intense sequences of sci-fi violence and action, and brief suggestive material)","Action & Adventure,Drama,Science Fiction & Fantasy",Taika Waititi
https://www.rottentomatoes.com/m/maze_runner_the_death_cure,maze runner the death cure,"Dylan O&#39;Brien (II),Kaya Scodelario,Thomas Sangster,Rosa Salazar,Giancarlo Esposito,Dexter Darden,Aidan Gillen,Ki Hong Lee,Barry Pepper,Patricia Clarkson,Walton Goggins","Jan 26, 2018",114 minutes,"PG-13 (for intense sequences of sci-fi violence and action, language, and some thematic elements)","Action & Adventure,Drama,Science Fiction & Fantasy",Wes Ball
https://www.rottentomatoes.com/m/jumanji_welcome_to_the_jungle,jumanji welcome to the jungle,"Dwayne Johnson,Jack Black,Kevin Hart,Karen Gillan,Nick Jonas,Bobby Cannavale,Ser&#39;Darius Blain,Madison Iseman,Morgan Turner,Alex Wolff,Missi Pyle","Dec 20, 2017",112 minutes,"PG-13 (for adventure action, suggestive content and some language)","Action & Adventure,Drama,Kids & Family,Science Fiction & Fantasy",Jake Kasdan
https://www.rottentomatoes.com/m/the_star_2017,the star 2017,"Steven Yeun,Gina Rodriguez,Zachary Levi,Keegan-Michael Key,Kelly Clarkson,Anthony Anderson,Aidy Bryant,Ving Rhames,Gabriel Iglesias,Patricia Heaton,Kristin Chenoweth,Christopher Plummer,Tracy Morgan,Tyler Perry,Oprah Winfrey,Kris Kristofferson,Mariah Carey,Joel Osteen,Delilah,Joel McCrary,Phil Morris,Fred Tatasciore,Tex Lang,Roger Craig Smith,Joe Whyte,William Townsend,Gregg Berger,Melissa Sturm","Nov 17, 2017",86 minutes,PG (for some thematic elements),"Action & Adventure,Animation,Comedy,Kids & Family",Timothy Reckart
https://www.rottentomatoes.com/m/coco_2017,coco 2017,"Anthony Gonzalez,Gael García Bernal,Benjamin Bratt,Alanna Ubach,Renée Victor,Jaime Camil,Gabriel Iglesias,Ana Ofelia Murguía,Edward James Olmos,Alfonso Arau,Herbert Siguenza,Lombardo Boyar,Natalia Cordova-Buckley,Selene Luna,Sofía Espinosa,Carla Medina,Dyana Ortelli,Luis Valdez,Blanca Araceli,Salvador Reyes,Cheech Marin,Octavio Solis,John Ratzenberger,Lalo Alcaraz","Nov 22, 2017",109 minutes,PG (for thematic elements),"Action & Adventure,Animation,Comedy,Kids & Family",Lee Unkrich
https://www.rottentomatoes.com/m/sleeping_giant,sleeping giant,"Jackson Martin,Katelyn McKerracher,Nick Serino,Reece Moffett,Erika Brodzky","May 14, 2015",89 minutes,NR,"Action & Adventure,Art House & International,Drama",Andrew Cividino
https://www.rottentomatoes.com/m/showdown_in_manila,showdown in manila,"Alexander Nevsky,Casper Van Dien,Mark Dacascos,Tia Carrere,Cary-Hiroyuki Tagawa,Matthias Hues,Maria Bravikova","Jan 19, 2018",86 minutes,NR,"Action & Adventure,Drama",Mark Dacascos
https://www.rottentomatoes.com/m/blade_runner_2049,blade runner 2049,"Ryan Gosling,Harrison Ford,Ana de Armas,Sylvia Hoeks,Robin Wright,Mackenzie Davis,Carla Juri,Lennie James,Jared Leto,Dave Bautista","Oct 6, 2017",164 minutes,"R (for violence, some sexuality, nudity and language)","Action & Adventure,Drama,Science Fiction & Fantasy",Denis Villeneuve
https://www.rottentomatoes.com/m/just_getting_started,just getting started,"Morgan Freeman,Tommy Lee Jones,Rene Russo,Glenne Headly,Joe Pantoliano,George Wallace (II),Sheryl Lee Ralph,Graham Beckel,Elizabeth Ashley","Dec 8, 2017",,"PG-13 (for language, suggestive material and brief violence)","Action & Adventure,Comedy",Ron Shelton
https://www.rottentomatoes.com/m/the_odyssey_2016,the odyssey 2016,"Lambert Wilson,Pierre Niney,Audrey Tautou,Laurent Lucas,Benjamin Lavernhe,Vincent Heneine,Thibault de Montalembert,Roger Van Hool,Adam Neill,Olivier Galfione,Martin Loizillon,Ulysse Stein,Rafaël De Ferran,Chloé Wiilliams",,122 minutes,"PG (for thematic material, language, and smoking)","Action & Adventure,Drama",Jérôme Salle
https://www.rottentomatoes.com/m/walking_out,walking out,"Matt Bomer,Josh Wiggins,Bill Pullman,Lily Gladstone,Alex Neustaedter","Oct 6, 2017",95 minutes,"PG-13 (for bloody injury images, some thematic elements and brief strong language)","Action & Adventure,Drama,Mystery & Suspense",Andrew J. Smith
https://www.rottentomatoes.com/m/proud_mary,proud mary,"Taraji P. Henson,Jahi Di&#39;Allo Winston,Danny Glover,Billy Brown,Margaret Avery,Neal McDonough,Xander Berkeley","Jan 12, 2018",,R (for violence),"Action & Adventure,Drama,Mystery & Suspense",Babak Najafi
https://www.rottentomatoes.com/m/mute,mute,"Alexander Skarsgård,Paul Rudd,Justin Theroux,Seyneb Saleh,Sam Rockwell","Feb 23, 2018",126 minutes,NR,"Action & Adventure,Drama,Science Fiction & Fantasy",Duncan Jones
https://www.rottentomatoes.com/m/blade_of_the_immortal,blade of the immortal,"Takuya Kimura,Hana Sugisaki,Sôta Fukushi,Ebizô Ichikawa,Min Tanaka,Tsutomu Yamazaki,Hayato Ichihara,Erika Toda,Kazuki Kitamura,Chiaki Kuriyama,Shinnosuke Mitsushima,Ken Kaneko,Yoko Yamamoto","Nov 3, 2017",140 minutes,R (for bloody violence and carnage throughout),"Action & Adventure,Drama",Takashi Miike
https://www.rottentomatoes.com/m/game_over_man,game over man,"Adam DeVine,Anders Holm,Blake Anderson,Neal McDonough,Lochlyn Munro","Mar 23, 2018",,NR,"Action & Adventure,Comedy",Kyle Newacheck
https://www.rottentomatoes.com/m/stratton,stratton,"Dominic Cooper,Austin Stowell,Gemma Chan,Connie Nielsen,Thomas Kretschmann,Tom Felton,Jake Fairbrother,Tyler Hoechlin,Derek Jacobi,Lizzie Winkler","Jan 5, 2018",95 minutes,"R (for strong violence, and language)","Action & Adventure,Mystery & Suspense",Simon West
https://www.rottentomatoes.com/m/reset_ni_shi_ying_jiu,reset ni shi ying jiu,"Mi Yang,Wallace Huo,King Shih-chieh,Chin Shih-chieh,Liu Chang,Fursenko Alexander, Jr.,Fursenko Alexander Jr.,Yihan Zhang","Jun 30, 2017",106 minutes,NR,"Action & Adventure,Drama,Mystery & Suspense,Science Fiction & Fantasy",Yoon Hong-Seung
https://www.rottentomatoes.com/m/scorched_earth,scorched earth,"Gina Carano,John Hannah,Ryan Robbins,Dean S. Jagger,Óscar Manero,Stephanie Bennett","Feb 2, 2018",93 minutes,R (for violence and some language),"Action & Adventure,Science Fiction & Fantasy",Peter Howitt
https://www.rottentomatoes.com/m/only_the_brave_2017,only the brave 2017,"Josh Brolin,Miles Teller,Jennifer Connelly,Jeff Bridges,James Badge Dale,Taylor Kitsch,Andie MacDowell,Alex Russell,Ben Hardy,Scott Haze,Geoff Stults,Thad Luckinbill,Jake Picking","Oct 20, 2017",,"PG-13 (for thematic content, some sexual references, language and drug material)","Action & Adventure,Drama",Joseph Kosinski
https://www.rottentomatoes.com/m/kickboxer_retaliation,kickboxer retaliation,"Alain Moussi,Christopher Lambert,Jean-Claude Van Damme,Mike Tyson,Sara Malakul Lane,Jessica Jann,Hafþór Júlíus Björnsson,Steven Michael Swadling,Sam Medina","Jan 26, 2018",110 minutes,R (for sequences of violence),"Action & Adventure,Drama",Dimitri Logothetis
https://www.rottentomatoes.com/m/mohawk_2018,mohawk 2018,"Kaniehtiio Horn,Ezra Buzzington,Eamon Farren,Justin Rain,Ian Colletti,Jon Huber,Noah Segan,Robert Longstreet,Sheri Foster","Mar 2, 2018",92 minutes,NR,"Action & Adventure,Drama",Ted Geoghegan
https://www.rottentomatoes.com/m/24_hours_to_live_2017,24 hours to live 2017,"Ethan Hawke,Xu Qing,Liam Cunningham,Rutger Hauer,Paul Anderson (XVIII) ,Nathalie Boltt","Dec 1, 2017",92 minutes,"R (for strong bloody violence throughout, language and some drug use)","Action & Adventure,Drama,Mystery & Suspense",Brian Smrz
https://www.rottentomatoes.com/m/beyond_skyline_2017,beyond skyline 2017,"Frank Grillo,Bojana Novakovic,Jonny Weston,Yayan Ruhian,Iko Uwais,Callan Mulvey,Valentine Payen","Dec 15, 2017",106 minutes,"R (for sequences of bloody sci-fi violence, and language throughout)","Action & Adventure,Drama,Science Fiction & Fantasy",Liam O&#39;Donnell
